2450815|38212|2450886|62153|1822764|5775|19986|62153|1822764|5775|19986|4|62|3|4|16930|196|1|47|27.70|44.32|42.99|62.51|2020.53|1301.90|2083.04|101.02|0.00|1041.52|2020.53|2121.55|3062.05|3163.07|718.63|
2450815|38212|2450846|62153|1822764|5775|19986|62153|1822764|5775|19986|4|31|8|2|6020|270|1|20|87.55|260.89|153.92|2139.40|3078.40|1751.00|5217.80|71.41|1292.92|1356.60|1785.48|1856.89|3142.08|3213.49|34.48|
2450815|38212|2450868|62153|1822764|5775|19986|62153|1822764|5775|19986|4|76|2|2|16198|97|1|19|69.86|88.72|29.27|1129.55|556.13|1327.34|1685.68|33.36|0.00|168.53|556.13|589.49|724.66|758.02|-771.21|
2450815|38212|2450851|62153|1822764|5775|19986|62153|1822764|5775|19986|4|89|15|2|6200|284|1|50|70.00|205.10|188.69|820.50|9434.50|3500.00|10255.00|377.38|0.00|4307.00|9434.50|9811.88|13741.50|14118.88|5934.50|
2450815|29485|2450904|14601|797995|6189|9583|14601|797995|6189|9583|1|64|18|3|13831|176|2|56|67.54|166.82|18.35|8314.32|1027.60|3782.24|9341.92|0.00|0.00|3736.32|1027.60|1027.60|4763.92|4763.92|-2754.64|
2450815|29485|2450890|14601|797995|6189|9583|14601|797995|6189|9583|1|75|8|1|9248|278|2|88|20.08|60.03|20.41|3486.56|1796.08|1767.04|5282.64|13.82|1598.51|1056.00|197.57|211.39|1253.57|1267.39|-1569.47|
2450815|29485|2450849|14601|797995|6189|9583|14601|797995|6189|9583|1|39|4|3|15668|207|2|31|40.88|51.91|6.22|1416.39|192.82|1267.28|1609.21|11.56|0.00|321.78|192.82|204.38|514.60|526.16|-1074.46|
2450815|29485|2450889|14601|797995|6189|9583|14601|797995|6189|9583|1|49|8|2|15992|162|2|100|49.56|137.77|5.51|13226.00|551.00|4956.00|13777.00|0.00|0.00|3306.00|551.00|551.00|3857.00|3857.00|-4405.00|
2450815|29485|2450868|14601|797995|6189|9583|14601|797995|6189|9583|1|69|17|5|12248|72|2|30|72.82|88.84|71.07|533.10|2132.10|2184.60|2665.20|21.32|0.00|133.20|2132.10|2153.42|2265.30|2286.62|-52.50|
2450815|29485|2450831|14601|797995|6189|9583|14601|797995|6189|9583|1|64|1|3|8770|52|2|40|94.56|277.06|2.77|10971.60|110.80|3782.40|11082.40|2.21|0.00|664.80|110.80|113.01|775.60|777.81|-3671.60|
2450815|29485|2450839|14601|797995|6189|9583|14601|797995|6189|9583|1|108|8|4|13858|131|2|40|25.96|54.51|15.80|1548.40|632.00|1038.40|2180.40|22.75|176.96|1090.00|455.04|477.79|1545.04|1567.79|-583.36|
2450815|29485|2450825|14601|797995|6189|9583|14601|797995|6189|9583|1|14|20|3|6235|296|2|45|5.95|12.97|8.81|187.20|396.45|267.75|583.65|3.96|0.00|17.10|396.45|400.41|413.55|417.51|128.70|
2450815|29485|2450837|14601|797995|6189|9583|14601|797995|6189|9583|1|13|7|1|8707|271|2|34|43.69|105.29|82.12|787.78|2792.08|1485.46|3579.86|55.84|0.00|930.58|2792.08|2847.92|3722.66|3778.50|1306.62|
2450815|29485|2450822|14601|797995|6189|9583|14601|797995|6189|9583|1|106|16|5|17368|123|2|59|78.90|84.42|82.73|99.71|4881.07|4655.10|4980.78|292.86|0.00|1444.32|4881.07|5173.93|6325.39|6618.25|225.97|
2450815|29485|2450895|14601|797995|6189|9583|14601|797995|6189|9583|1|17|19|4|6295|131|2|94|41.36|105.88|50.82|5175.64|4777.08|3887.84|9952.72|191.08|0.00|497.26|4777.08|4968.16|5274.34|5465.42|889.24|
2450815|29485|2450892|14601|797995|6189|9583|14601|797995|6189|9583|1|74|18|2|6230|290|2|38|26.96|51.22|35.85|584.06|1362.30|1024.48|1946.36|108.98|0.00|642.20|1362.30|1471.28|2004.50|2113.48|337.82|
2450815|29485|2450862|14601|797995|6189|9583|14601|797995|6189|9583|1|23|16|5|14458|272|2|45|9.54|23.37|21.50|84.15|967.50|429.30|1051.65|21.76|725.62|294.30|241.88|263.64|536.18|557.94|-187.42|
